CV Data Logger started on:,2020-7-17_151641
Timestamp (millisec since midnight today), CoM X (cm), CoM Y (cm), Theta (deg), Goal X (cm), Goal Y (cm)
55095486,53.1859146285,28.8295556331,23.9939670848,-3.27782737456,29.6550368317
55095826,53.8364369204,27.8922513371,33.0173799799,50.8260880533,27.4886203221
55095994,51.8391515948,27.3261107569,34.2773444173,11.0534320843,10.8188504518
55096153,51.2866831092,27.6290611122,38.8004866709,11.2734289846,11.2073421722
55097048,50.671182951,27.4842429022,42.3375330289,12.4714672926,12.5154468333
55097221,50.662942449,27.7388599624,43.6051288559,12.8525496718,12.7173531784
55097593,51.209230558,27.6268724022,46.1114003618,13.1541193743,12.9807250786
55097939,50.8384488064,27.1066947318,47.2395341263,13.4598093278,13.1167884487
55098515,48.8815337726,27.6885196326,54.3140531204,13.9875563072,13.5776892741
55099016,49.3647902092,27.128763507,52.7157127063,14.2240342117,13.4569468739
55099223,49.6684200372,27.3284811422,54.947583386,14.2281544627,13.3296383438
55099551,50.2229486483,26.9618765217,-139.035139148,14.383059565,13.3340157638
55100091,48.9857679555,26.8632028968,59.60552069,14.6071767164,13.595198954
55100448,48.979587579,27.054165692,56.9697699122,14.7538413166,13.8541934342
55100603,48.9021350278,27.051976982,59.60552069,14.8271736167,13.9836906743
55100908,48.7637109297,26.5383654415,59.60552069,14.8271736167,13.9836906743
55101407,49.1365528068,26.9948888469,-63.1465411095,14.9005059168,14.1131879144
55102226,48.3826285505,26.3364590964,58.6890266126,14.982078719,13.9880680943
55102734,48.4539007251,26.5296106016,61.366401854,15.1266831937,14.3107168396
55103064,48.319596878,25.888690531,61.366401854,15.1917749917,14.6948311399
55103222,48.4703817292,26.0203764811,56.9697699122,15.2651072918,14.8243283801
55103581,49.0063692107,26.2266602462,58.6890266126,15.2609870408,14.9516369102
55103891,48.9433375382,25.7788916808,59.60552069,15.2630471663,14.8879826451
55104739,48.8638248615,25.8403572359,63.1927345396,14.98619897,13.8607595642
55104901,48.619106455,26.2157166962,63.1927345396,15.1328635702,14.1197540444
55105143,48.4559608506,26.4659563365,63.1927345396,15.2630471663,14.8879826451
55105348,48.5292931507,26.5954535766,61.366401854,15.5563763668,15.4059716056
55105822,49.0290305914,25.5264633305,62.2105448658,15.8373448141,16.3058861564
55105978,48.1708721522,25.6933503158,64.0044410829,15.829104312,16.5605032166
55106138,47.9385144988,25.6867841858,62.2105448658,15.8270441865,16.6241574817
55106286,48.2442044523,25.8228475559,60.4777880103,15.7516517609,16.5583145066
55106627,48.32783738,25.6340734707,63.1927345396,15.5460757392,15.7242429309
55106760,48.2462645779,25.7591932909,62.3366547214,15.5522561157,15.5332801357
55107038,48.0872392245,25.882124401,60.4777880103,15.5646168688,15.1513545453
55107421,48.1543911481,26.2025844363,58.6890266126,15.5625567433,15.2150088104
55107575,48.627346957,25.961099636,65.0843178927,15.6317687924,15.4718145806
55108395,47.3839858877,26.0533888063,65.8590671387,16.1957658126,17.2079894172
55108578,47.3881061387,25.9260802761,65.8590671387,16.3424304128,17.4669838974
55108743,47.5450713665,25.8668034311,67.0403683023,16.3403702873,17.5306381625
55108899,47.7836093965,25.6824067659,68.466882788,16.1937056871,17.2716436823
55109060,47.6958562178,25.9984893812,65.0843178927,16.0552815889,16.7580321418
55109412,47.2941725834,26.4331256866,67.0403683023,15.8455853162,16.0512690961
55109563,47.2208402833,26.3036284465,67.0403683023,15.8497055672,15.923960566
55109894,47.4737991919,25.6736519259,72.3739257032,16.0820632206,15.930526696
55110061,47.0865364362,25.6627083759,74.9165276405,16.0779429696,16.0578352261
55110219,47.1557484853,25.9195141462,75.9882191917,16.1492151442,16.2509867313
55110379,47.1433877322,26.3014397365,74.4022044799,16.2101866912,16.7624095618
55110537,46.9884826299,26.2970623166,76.4759592165,16.3547911659,17.0850583071
55110840,47.0679953066,26.2355967615,78.591130883,16.6440001153,17.7303557976
55111000,47.0679953066,26.2355967615,78.591130883,16.6419399898,17.7940100627
55111157,47.1413276067,26.3650940016,73.856730719,16.7173324154,17.8598530377
55111410,47.1598687363,25.792205616,76.4759592165,16.6481203663,17.6030472675
55111587,47.1701693639,25.4739342907,76.9352668757,16.5789083173,17.3462414973
55111723,47.3312548427,25.2873489155,83.201318185,16.5789083173,17.3462414973
55111912,47.2579225426,25.1578516754,78.9919669441,16.3733322956,16.5121699215
55112312,45.0439283492,26.496961627,100.769617338,16.5323576489,16.3892388114
55112469,44.7114567639,27.1884037027,107.684108888,16.5323576489,16.3892388114
55112633,44.7724283109,27.6998265332,107.684108888,16.6831425001,16.5209247615
55112817,45.0822385155,27.7085813732,112.509334473,16.7502944237,16.8413847968
55112996,45.4695012712,27.7195249231,112.509334473,16.8153862217,17.2254990971
55113164,45.7100994267,27.4714739928,109.805888694,16.9558704454,17.6754563725
55113334,45.3961689711,27.590027683,112.509334473,17.0250824945,17.9322621428
55113663,45.1638113177,27.583461553,111.877288206,17.2512597714,18.1297910679
55113824,45.7121595523,27.4078197278,115.166661084,17.2553800224,18.0024825378
55113998,46.0911818059,27.673380338,111.877288206,17.2553800224,18.0024825378
55114150,45.8019728565,27.0280828474,124.878218511,17.1923483499,17.5547139724
55114300,45.4229506029,26.7625222372,125.834626584,17.1190160498,17.4252167323
55114768,43.3049500902,27.5309325132,143.590925733,16.9950128302,16.4660253364
55114925,43.3762222648,27.7240840184,143.590925733,17.0704052559,16.5318683114
55115084,43.453674816,27.7262727284,144.816038337,17.0683451303,16.5955225765
55115407,43.6085799182,27.7306501484,144.934832928,17.4370667564,17.179354512
55115574,43.6757318418,28.0511101837,143.590925733,17.508338931,17.3725060172
55115728,44.1404471487,28.0642424436,140.987321426,17.5754908546,17.6929660525
55115909,44.5277099044,28.0751859936,138.519428707,17.6405826526,18.0770803528
55116410,41.9623073075,25.9001791069,154.305762407,17.6508832802,17.7588090275
55116710,41.2714147238,25.6895179218,157.891592745,17.6653041588,17.3132291721
55117450,40.9109335998,24.851068926,160.007399165,17.6653041588,17.3132291721
55117758,40.5607531034,23.694348605,160.007399165,17.7571775886,16.8698380267
55118581,41.1906741401,23.3935869596,172.289566026,18.1052979595,18.0902126128
55119518,41.4456931743,22.6999561739,169.266567217,17.8346301397,16.8720267366
55119678,41.5252058509,22.6384906188,172.585269318,17.9141428164,16.8105611816
55120365,42.1118642518,23.6744685397,167.322839875,18.0649276676,16.9422471317
55120519,42.5683390566,23.9422178599,163.745234085,18.1361998422,17.1353986369
55120715,43.5608013429,24.4162509452,159.311299161,18.3561967426,17.5238903572
55120883,43.7136463196,24.4842826303,157.783642837,18.4295290427,17.6533875973
55121040,43.7869786197,24.6137798704,157.783642837,18.5008012173,17.8465391025
55121613,42.0838547131,22.1445774683,170.770257583,18.5008012173,17.8465391025
55122946,43.637025987,22.061043138,162.239179868,18.5358233511,16.7644165964
55123128,43.9241748109,22.7699948936,157.116041999,18.5358233511,16.7644165964
55123306,44.1359312091,23.4131036742,150.031191398,18.9737570262,17.6050543022
55123467,44.123570456,23.7950292646,152.034537373,19.1245418775,17.7367402523
55123637,43.8055197494,24.0408914849,149.381956384,19.1204216264,17.8640487824
55123806,43.5060101724,23.7138653196,152.034537373,19.1204216264,17.8640487824
55123973,43.4429784999,23.2660967542,152.951761921,19.1204216264,17.8640487824
55124132,43.2983740252,22.9434480089,154.305762407,19.1204216264,17.8640487824
55124407,43.3778867018,22.8819824538,144.816038337,19.1204216264,17.8640487824
55124607,43.0804372504,22.4913020235,151.062497899,19.312408988,16.7226494313
55125372,41.0790316737,22.0524699733,155.693981672,19.6955514927,16.8609015114
55125528,40.4408701349,22.607848679,151.632186793,19.8422160929,17.1198959916
55125694,40.5772341075,23.1851144845,153.416565687,19.9134882675,17.3130474968
55125859,40.813712012,23.0643720843,153.416565687,20.0601528677,17.572041977
55126796,43.4058962406,24.4118735253,139.729355205,20.2801497681,17.9605336973
55126951,43.5525608408,24.6708680055,135.665393273,20.6085011023,17.3964001518
55127471,43.5195988325,25.6893362465,139.6062282,20.7778270832,16.9551977163
55127633,43.9843141394,25.7024685064,141.045669834,20.93067206,17.0232294014
55127794,44.593633921,26.0382495116,139.729355205,21.0814569112,17.1549153515
55127983,45.0398080982,26.6242701571,138.341979691,21.1547892114,17.2844125916
55128140,45.0418682237,26.5606158921,127.563290624,21.1547892114,17.2844125916
55128306,44.5874535444,26.2292123068,132.968845231,21.1547892114,17.2844125916
55128464,43.4380260303,25.8144560666,136.879394505,21.5193905864,17.9955530572
55128633,42.2741776376,25.8452796818,137.128560108,21.7414476122,18.3203905125
55128776,41.8115224563,25.7684931568,135.963989436,21.7414476122,18.3203905125
55128979,40.936883013,26.4446142625,139.729355205,22.0533179423,18.2654910874
55129185,41.3871774413,26.9033263779,143.590925733,22.0615584444,18.0108740271
55129344,41.8498326226,26.9801129029,140.987321426,22.1410711211,17.9494084721
55129516,41.8560129992,26.7891501077,143.590925733,22.2247040488,17.7606343869
55129666,41.6969876458,26.9120812179,144.816038337,22.2308844253,17.5696715917
55129825,41.540022418,26.9713580629,143.590925733,22.2329445508,17.5060173266
55130220,42.3899403551,27.0590881379,135.665393273,22.6202073066,17.5169608766
55130422,41.1651204154,26.5784889226,141.099034236,22.6894193556,17.7737666468
55130624,40.390594904,26.5566018227,138.519428707,22.913536507,18.034949837
55130778,40.1582372505,26.5500356927,139.729355205,22.9868688071,18.1644470772
55130931,39.8463669204,26.6049351178,140.987321426,23.0602011072,18.2939443173
55131134,39.9011580909,27.3073207435,142.294959221,23.2006853309,18.7439015927
55131433,40.2987214742,26.9999929681,139.729355205,23.4330429843,18.7504677227
55131591,40.0581233187,27.2480438984,142.294959221,23.516675912,18.5616936375
55131748,40.0560631932,27.3116981635,140.987321426,23.5187360375,18.4980393724
55132200,40.7024652341,26.5017023976,144.816038337,23.5187360375,18.4980393724
55132873,38.6825185277,26.635758733,160.05923585,23.9266000484,17.8724402718
55133090,38.8394837556,26.5764818879,158.57138044,24.0712045231,18.195089017
55133258,38.8456641321,26.3855190928,157.116041999,24.1424766977,18.3882405222
55133428,39.1554743367,26.3942739327,155.693981672,24.2912014235,18.5835807374
55133589,38.83742363,26.640136153,157.783642837,24.3645337236,18.7130779775
55133936,38.4625216274,26.2472670127,153.416565687,24.5907110005,18.9106069026
55134560,37.9409550246,25.5954033921,152.472743255,24.6743439282,18.7218328175
55134716,38.0122271992,25.7885548973,151.916117703,24.6743439282,18.7218328175
55134870,38.468702004,26.0563042175,147.516305241,24.6743439282,18.7218328175
55135028,39.3816516136,26.5918028579,143.653824641,24.8580907877,17.8350505266
55135350,40.096433485,28.4596636446,138.519428707,25.0150560155,17.7757736815
55135515,39.5336643718,29.0808853252,141.045669834,25.2391731669,18.0369568717
55135674,39.4541516952,29.1423508803,143.590925733,25.312505467,18.1664541118
55135843,39.6659080934,29.7854596609,146.143312501,25.312505467,18.1664541118
55135999,40.2731677495,30.1848949312,145.974919974,25.5304422418,18.6186000972
55136237,40.3506203006,30.1870836412,138.341979691,25.7566195187,18.8161290224
55137325,36.735071903,29.3203630908,152.951761921,26.0260594314,17.6769183813
55137485,36.8899770053,29.3247405108,151.062497899,26.0260594314,17.6769183813
55137653,36.9653694309,29.3905834859,151.062497899,26.1076322336,17.5517985611
55137815,36.9591890544,29.5815462811,148.636178258,26.1850847847,17.5539872711
55137992,37.2648790079,29.7176096511,147.28426462,26.2604772104,17.6198302462
55138173,37.4910562848,29.9151385763,147.28426462,26.2604772104,17.6198302462
55138344,37.2813600121,29.2083755307,144.816038337,26.4804741107,18.0083219665
55138518,36.0565400724,28.7277763154,152.034537373,26.4804741107,18.0083219665
55138675,34.9763246074,28.5698258454,152.951761921,26.7025311365,18.3331594218
55138957,34.6459131476,29.197613656,157.116041999,26.7820438132,18.2716938667
55139114,34.7192454477,29.3271108961,154.835660037,26.8636166154,18.1465740466
55139280,34.8008182499,29.201991076,156.29152078,26.9472495431,17.9577999614
55139442,34.8782708011,29.204179786,157.116041999,26.9493096686,17.8941456964
55139602,34.9536632267,29.270022761,155.693981672,26.9616704217,17.512220106
55139754,34.7925777479,29.4566081362,154.835660037,26.9616704217,17.512220106
55140637,33.8124762147,28.6006494606,161.420028209,27.2776610028,17.3300121508
55140787,33.5821786868,28.5304290655,159.311299161,27.355113554,17.3322008608
55141013,33.3271596527,29.2240598512,163.745234085,27.4997180287,17.6548496061
55141562,33.5574571806,29.2942802463,163.745234085,27.6566832565,17.595572761
55141720,33.2394064739,29.5401424665,161.578637535,27.8157086098,17.4726416508
55142526,33.1380646351,27.880754155,169.266567217,27.9240630437,16.5200163849
55142694,32.3697195002,27.6679042599,171.112028834,27.9281832947,16.3927078548
55142857,32.0578491701,27.722803685,169.653018963,28.0056358459,16.3948965648
55143016,32.2045137703,27.9817981652,170.770257583,28.0035757204,16.4585508298
55143175,32.2065738958,27.9181439001,170.770257583,28.1543605716,16.59023678
55143351,32.1311814702,27.8523009251,170.770257583,28.1543605716,16.59023678
55143506,32.522564477,27.7359359449,170.40579762,28.374357472,16.9787285003
55143664,32.2943270746,27.6020612848,167.780292378,28.5272024487,17.0467601853
55144243,32.5452258577,27.0357390293,162.040437592,28.5272024487,17.0467601853
55144388,32.469833432,26.9698960542,162.239179868,28.8473132809,16.7372437
55144766,31.5527635714,26.5617059439,165.811869093,28.7863417339,16.2258208695
55144915,31.6260958715,26.6912031841,166.313095598,28.8658544105,16.1643553145
55145071,31.7056085482,26.629737629,167.780292378,28.8658544105,16.1643553145
55145229,31.7056085482,26.629737629,168.209897172,28.8740949126,15.9097382542
55145385,31.6322762481,26.5002403889,169.266567217,29.0290000149,15.9141156742
55145544,32.0071782507,26.8931095292,165.811869093,29.102332315,16.0436129143
55145699,31.8481528974,27.0160406393,167.322839875,29.1756646151,16.1731101544
55146317,32.3293492084,26.5199387788,166.784204577,29.4710539411,16.6274448498
55146711,31.1313109004,25.2118341177,169.653018963,29.7137122221,16.3157396545
55147096,29.826978284,24.7927004575,175.36723363,29.7281331007,15.8701597991
55147262,29.9715827587,25.1153492028,174.070975367,29.7281331007,15.8701597991
55147435,30.2731524612,25.378721103,175.754973221,29.8158862795,15.5540771837
55147594,30.6480544639,25.7715902433,172.289566026,29.8200065305,15.4267686536
55147757,30.4766683574,26.2764469438,174.070975367,29.9015793327,15.3016488335
55147926,30.1586176508,26.5223091641,172.289566026,29.9810920093,15.2401832784
55148093,30.1647980273,26.3313463689,172.585269318,30.0585445605,15.2423719884
55148250,30.4622474788,26.7220267992,169.653018963,30.1298167351,15.4355234936
55148403,30.7007855088,26.537630134,169.266567217,30.2031490352,15.5650207337
55148758,29.9126713372,24.5402721072,-179.85253161,30.2031490352,15.5650207337
55149071,29.5822598775,25.1680599179,-179.899962841,30.6658042165,15.6418072587
55149230,29.5781396265,25.295368448,-179.85253161,30.7453168932,15.5803417036
55149396,29.5781396265,25.295368448,178.583859856,30.7514972697,15.3893789085
55149555,29.6473516755,25.5521742182,-179.899962841,30.7597377718,15.1347618482
55149723,29.4149940221,25.5456080883,-178.381325359,30.7638580229,15.0074533181
55149883,29.099003441,25.7278160435,-179.85253161,30.7638580229,15.0074533181
55150035,29.0948831899,25.8551245736,-179.85253161,30.8536713271,14.6277164377
55150215,29.5513579947,26.1228738938,177.072252065,30.9352441293,14.5025966176
55150376,29.6288105459,26.1250626038,174.070975367,30.9352441293,14.5025966176
55150644,29.5946206306,24.7861343275,-173.97359113,31.1655416572,14.5728170126
55150798,29.3684433537,24.5886054024,-175.439922343,31.1655416572,14.5728170126
55151419,28.1922342079,25.0013546079,-172.32470756,31.5404436598,14.9656861529
55151574,28.2696867591,25.0035433179,-173.97359113,31.6974088876,14.9064093079
55151737,28.265566508,25.130851848,-172.512714028,31.7789816898,14.7812894877
55151905,27.9516360524,25.2494055382,-175.345192526,31.7851620664,14.5903266926
55152086,27.8762436268,25.1835625631,-172.32470756,31.7934025684,14.3357096323
55152237,28.0249683525,25.3789027783,-176.909809203,31.8770354961,14.1469355471
55152405,28.1003607782,25.4447457534,-176.86235767,31.803703196,14.017438307
55152569,28.504104538,24.9464551828,-173.97359113,31.8098835726,13.8264755118
55152726,28.3698006909,24.3055351122,-167.85902724,31.8893962492,13.7650099568
55152960,27.4547909558,23.8336907369,-164.947224367,32.046361477,13.7057331117
55153161,27.0531073214,24.2683270424,-164.51600158,32.1196937771,13.8352303518
55153374,26.8125091659,24.5163779727,-167.85902724,32.1930260773,13.9647275919
55153542,26.8837813405,24.7095294778,-165.352883975,32.345871054,14.0327592769
55153704,26.8063287894,24.7073407678,-166.395432143,32.4212634797,14.098602252
55153854,26.7288762382,24.7051520578,-166.007671617,32.4966559053,14.1644452271
55154056,26.3416134825,24.6942085079,-164.947224367,32.7310736842,14.107357092
55154210,26.8022085384,24.834649298,-166.759952561,32.7310736842,14.107357092
55154409,26.8837813405,24.7095294778,-169.336317877,32.8962794141,13.7934631866
55154749,26.8640123039,22.9250213461,-158.750172129,32.8962794141,13.7934631866
55155013,25.4904676384,22.2490819157,-154.577909499,33.0717857716,13.161297956
55155173,25.253989734,22.3698243158,-154.577909499,33.1512984482,13.099832401
55155453,25.2375087298,22.8790584363,-158.750172129,33.3857162272,13.0427442659
55155612,25.3821132045,23.2017071816,-160.158668848,33.4611086528,13.1085872409
55155771,25.2272081022,23.1973297616,-158.750172129,33.5344409529,13.238084481
55156098,24.6158281952,22.9252030214,-155.312847896,33.5344409529,13.238084481
55156253,24.9235782742,22.9976121265,-158.750172129,34.0663081833,13.5716767763
55156436,25.1538758021,23.0678325215,-163.515981846,34.2212132856,13.5760541963
55156594,25.4027144597,22.565164531,-157.365637362,34.3761183879,13.5804316162
55156752,24.9709611611,21.5335640301,-151.813482167,34.5330836157,13.5211547712
55156913,24.6796920862,20.9519208046,-150.969118586,34.6125962924,13.4596892161
55157071,24.5392078625,20.5019635292,-153.180175868,34.6941690946,13.334569396
55157406,23.994979879,20.5502968243,-151.813482167,34.9409476266,12.8955556705
55157572,24.1437046047,20.7456370394,-153.180175868,35.0225204288,12.7704358504
55157744,23.9867393769,20.8049138845,-153.180175868,35.1020331055,12.7089702953
55157910,23.6810494234,20.6688505144,-154.577909499,35.2589983333,12.6496934502
55158079,23.4445715189,20.7895929146,-155.312847896,35.3343907589,12.7155364253
55158254,23.756441849,20.7346934895,-153.947538315,35.5646882868,12.7857568203
55158418,24.1334039771,21.0639083648,-155.312847896,35.7134130126,12.9810970355
55158581,24.1292837261,21.1912168949,-157.365637362,35.7134130126,12.9810970355
55158751,24.533027486,20.6929263243,-150.969118586,36.0170428406,13.1808146706
55158927,24.0403026404,19.1499029929,-146.98262002,36.3981252198,13.3827210158
55159077,23.9039386677,18.5726371874,-141.299911724,36.6325429987,13.3256328807
55159236,23.6674607633,18.6933795876,-144.983127668,36.6325429987,13.3256328807
55159400,23.5858879611,18.8184994077,-147.327717775,36.6325429987,13.3256328807
55159588,23.7346126868,19.0138396229,-148.277006583,36.6325429987,13.3256328807
55159745,23.6551000102,19.0753051779,-150.969118586,37.1096190587,12.9568395503
55159901,23.6551000102,19.0753051779,-149.174977718,37.1096190587,12.9568395503
55160126,23.3494100566,18.9392418078,-149.605869732,37.1096190587,12.9568395503
55160328,23.6509797591,19.2026137081,-152.610851594,37.6641476698,12.5902349298
55160488,23.8038247359,19.2706453931,-155.312847896,37.6620875443,12.6538891949
55160652,23.9607899637,19.211368548,-153.180175868,37.7395400954,12.6560779049
55160814,24.2281697509,18.135812172,-144.729998866,38.0431699235,12.85579554
55160976,24.0081728506,17.7473204516,-142.421832249,38.1185623491,12.9216385151
55161537,23.3317011455,17.0910794111,-140.063791306,38.7991543052,13.4505710255
55161700,23.4050334456,17.2205766512,-143.682841689,38.8766068564,13.4527597355
55161872,23.0972833665,17.1481675462,-142.421832249,39.0315119587,13.4571371555
55162041,22.8669858386,17.0779471511,-143.486297103,39.1110246353,13.3956716004
55162211,22.8731662152,16.886984356,-138.868093379,39.190537312,13.3342060453
55162380,23.4091536966,17.0932681211,-141.199513329,39.190537312,13.3342060453
55162554,23.4050334456,17.2205766512,-145.722655583,39.429075342,13.1498093801
55162721,24.0349544823,16.9198150058,-137.662466971,39.429075342,13.1498093801
55162883,24.6018438466,16.171284795,-135.225298886,39.6634931209,13.092721245
55163108,24.3249956503,15.1440617141,-132.760465874,39.6634931209,13.092721245
55163282,24.0090050691,15.3262696693,-135.225298886,39.6634931209,13.092721245
55163613,23.688894237,15.6357861547,-135.225298886,40.4091768751,14.0057680558
55163770,23.6868341114,15.6994404197,-134.098500436,40.4825091753,14.1352652959
55164255,23.3852644089,15.4360685195,-136.394871144,41.0143764057,14.4688575912
55164412,23.0672137023,15.6819307398,-136.394871144,41.0143764057,14.4688575912
55164786,24.8403818765,15.9868881298,-135.225298886,41.169281508,14.4732350111
55165146,26.1105245776,15.0670935138,-122.090216342,41.4057594124,14.352492611
55165396,25.6396288942,15.244924049,-127.284287294,41.4057594124,14.352492611
55165556,25.4785434154,15.4315094242,-124.681037459,41.6298765638,14.6136758012
55165714,25.2338250088,15.8068688846,-128.813781291,41.7011487384,14.8068273064
55165874,25.31127756,15.8090575946,-130.276740222,41.776541164,14.8726702814
55166339,25.2400053854,15.6159060894,-124.681037459,42.2144748392,15.7133079872
55166604,26.1714961246,15.5785163443,-126.264823154,42.436531865,16.0381454425
55166905,26.9892842719,14.2636638779,-117.899545211,42.5098641651,16.1676426826
55167647,26.2539011453,13.0323457418,-107.060427632,42.7381015675,16.3015173427
55167812,26.1661479666,13.3484283572,-108.411834919,42.8134939932,16.3673603177
55167978,26.2477207688,13.223308537,-108.992328883,42.8073136166,16.5583231129
55168144,26.094875792,13.155276852,-110.87646178,42.8785857912,16.7514746181
55168307,26.1785087197,12.9665027668,-104.59778171,42.9477978403,17.0082803883
55168468,26.0071226133,13.4713594673,-116.223130414,42.9477978403,17.0082803883
55168623,26.0866352899,13.4098939122,-116.986866484,43.0862219384,17.5218919288
55169255,27.9113066021,12.1234946758,-94.2760969961,43.3671903858,18.4218064796
55169429,27.9113066021,12.1234946758,-94.2760969961,43.4425828114,18.4876494546
55169667,27.9092464766,12.1871489408,-94.2760969961,43.3610100092,18.6127692748
55169829,28.0559110768,12.446143421,-96.2964707689,43.3610100092,18.6127692748
55169987,28.2923889813,12.3254010209,-96.5401247678,43.3568897582,18.7400778049
55170297,28.1436642555,12.1300608057,-98.5983837874,43.3507093816,18.9310406001
55170499,28.679651737,12.3363445708,-104.13846168,43.3445290051,19.1220033953
55170902,29.2383005992,11.8424314203,-100.273876074,43.3445290051,19.1220033953
55171065,29.0854556224,11.7743997353,-100.273876074,43.3445290051,19.1220033953
55171303,28.3863225366,11.8183556104,-102.222217393,43.3033264947,20.3950886965
55171465,28.4658352132,11.7568900553,-102.631496284,43.2971461182,20.5860514916
55171675,28.5432877644,11.7590787653,-100.630341422,43.3642980417,20.9065115269
55171834,28.4534744601,12.1388156457,-104.59778171,43.3642980417,20.9065115269
55171994,28.3780820345,12.0729726706,-106.019221869,43.2011524374,21.1567511672
55172448,27.6262179037,11.3508886551,-103.524040783,42.9646745329,21.2774935673
55172626,27.1532620948,11.5923734554,-100.630341422,42.9646745329,21.2774935673
55172776,27.6768888232,12.1805828108,-106.525598727,42.7281966284,21.3982359675
55172929,28.1354237535,12.384677866,-110.253870011,42.7281966284,21.3982359675
55173085,29.7660475786,12.3033322457,-98.2972349715,42.5629908986,21.7121298728
55173236,30.3143958131,12.1276904204,-94.2760969961,42.4793579709,21.900903958
55173691,30.0148862361,11.8006642552,-94.2760969961,42.2202186857,22.7218432738
55173854,29.8558608828,11.9235953653,-98.5983837874,42.2140383092,22.912806069
55174002,29.8538007573,11.9872496304,-100.273876074,42.1345256325,22.9742716241
55174163,30.0231267382,11.5460471949,-96.2964707689,41.9651996516,23.4154740595
55174323,30.0251868637,11.4823929298,-94.460453298,41.8836268494,23.5405938796
55174476,29.399386078,11.6558460451,-96.798681815,41.8041141727,23.6020594347
55174632,29.0751549948,12.0926710606,-94.2760969961,41.5676362683,23.7228018349
55174781,29.4541772485,12.3582316708,-94.2760969961,41.5676362683,23.7228018349
55174935,30.0655571555,12.6303584109,-90.195926477,41.3332184893,23.7798899699
55175088,31.1540131226,12.5336918207,-84.0541036666,41.178313387,23.77551255
55175242,31.6228486805,12.4195155505,-82.195512234,40.9438956081,23.8326006851
55175395,31.7003012317,12.4217042605,-78.2936142169,40.8643829314,23.8940662401
55175548,31.7777537828,12.4238929705,-82.0218766176,40.6258449014,24.0784629053
55175716,31.6982411061,12.4853585256,-82.0218766176,40.5463322248,24.1399284604
55175870,31.0745004459,12.5951573758,-86.0972934407,40.2282815181,24.3857906807
55176042,31.0765605715,12.5315031107,-84.0541036666,40.1446485904,24.5745647659
55176624,30.6118452646,12.5183708508,-82.0218766176,39.6510915263,25.4525922168
55176818,31.2211650462,12.854151856,-84.1706101851,39.6510915263,25.4525922168
55176972,31.0724403204,12.6588116408,-84.0541036666,39.3351009452,25.634800172
55177268,31.2458865524,12.0903006753,-80.2350578916,39.3351009452,25.634800172
55177425,31.3987315291,12.1583323603,-81.8378457822,38.7888128361,25.7467877322
55177598,31.317158727,12.2834521804,-84.0541036666,38.5564551827,25.7402216022
55177765,31.078620697,12.4678488456,-84.1706101851,38.4015500804,25.7358441822
55177928,30.9195953437,12.5907799558,-86.0972934407,38.2466449781,25.7314667622
55178256,31.3109783504,12.4744149756,-82.0218766176,37.7736891692,25.9729515625
55178415,30.9257757202,12.3998171606,-82.0218766176,37.6126036903,26.1595369377
55178635,30.1327090791,12.9508184462,-88.1463094292,37.449458086,26.409776578
55178929,31.5816461702,13.6926008517,-78.0099629437,37.449458086,26.409776578
55179229,32.2074469559,13.5191477365,-76.0394539746,36.8866889728,27.0309982586
55179386,32.2869596325,13.4576821814,-74.4838908157,36.8051161706,27.1561180788
55179547,32.4418647348,13.4620596014,-74.0981501747,36.725603494,27.2175836338
55179722,32.5172571605,13.5279025764,-75.6842034294,36.725603494,27.2175836338
55179873,32.2033267048,13.6464562666,-74.0981501747,36.725603494,27.2175836338
55180036,31.9730291769,13.5762358716,-78.0099629437,36.725603494,27.2175836338
55180197,31.9709690514,13.6398901366,-80.2350578916,36.0285305337,27.1978852439
55180372,32.1361747813,13.3259962313,-80.0055840472,35.7207804546,27.1254761389
55180520,31.2026239165,13.4270402415,-82.0218766176,35.41097025,27.1167212989
55180687,31.3451682657,13.8133432519,-80.0055840472,35.2540050222,27.175998144
55181762,32.2601780008,14.2851876272,-74.0981501747,34.5260301791,28.11111373
55181920,32.103212773,14.3444644723,-72.1897570363,34.3690649513,28.1703905751
55182109,32.1806653241,14.3466531823,-74.0981501747,34.214159849,28.1660131551
55182259,32.2622381263,14.2215333621,-73.6904719057,34.0592547468,28.1616357351
55182784,31.4877126149,14.1996462622,-76.0394539746,33.5212071398,28.019006235
55182949,32.7001718015,15.0621710679,-67.9370254776,33.2113969352,28.0102513951
55183132,33.0977351848,14.7548432925,-62.5831501356,32.9790392818,28.0036852651
55183328,33.4034251383,14.8909066626,-66.6927770894,32.8200139284,28.1266163752
55183534,33.5542099896,15.0225926127,-67.9370254776,32.6609885751,28.2495474854
55183709,33.3218523361,15.0160264827,-67.3596506802,32.5794157729,28.3746673055
55183857,33.009982006,15.0709259078,-67.3596506802,32.5794157729,28.3746673055
55184020,32.7796844781,15.0007055128,-68.484430751,32.4183302941,28.5612526807
55184185,32.8612572803,14.8755856927,-66.1051330675,32.4183302941,28.5612526807
55184485,32.7879249802,14.7460884526,-70.3175645034,31.9453744852,28.802737481
55184631,32.0887918944,14.7900443277,-71.7324519888,31.7904693829,28.798360061
55185012,33.0709535531,15.5823487383,-62.5831501356,31.4073268782,28.6601079809
55185515,33.3869441342,15.4001407831,-61.8916319546,30.8713393967,28.4538242158
