Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00623"
"0.10000","0.00980","0.00018"
"0.20000","0.02876","0.01851"
"0.30000","0.04534","0.00701"
"0.40000","0.06226","0.02446"
"0.50000","0.07880","0.02015"
"0.60000","0.09545","0.03597"
"0.70000","0.11222","0.03956"
"0.80000","0.12894","0.04438"
"0.90000","0.14550","0.05263"
"1.00000","0.16206","0.05251"
"1.10000","0.17896","0.06630"
"1.20000","0.19552","0.06298"
"1.30000","0.21213","0.06644"
"1.40000","0.22873","0.07735"
"1.50000","0.24561","0.07466"
"1.60000","0.26206","0.08255"
"1.70000","0.27879","0.07604"
"1.80000","0.29554","0.09140"
"1.90000","0.31222","0.09476"
"2.00000","0.32883","0.08288"
"2.10000","0.34549","0.11910"
"2.20000","0.36233","0.11304"
"2.30000","0.37885","0.11992"
"2.40000","0.39545","0.11284"
"2.50000","0.41211","0.12538"
"2.60000","0.42894","0.12804"
"2.70000","0.44540","0.13131"
"2.80000","0.46209","0.15858"
"2.90000","0.47884","0.13669"
"3.00000","0.49557","0.15296"
"3.10000","0.51218","0.15436"
"3.20000","0.52877","0.15388"
"3.30000","0.54565","0.16340"
"3.40000","0.56214","0.17024"
"3.50000","0.57885","0.18130"
"3.60000","0.59549","0.18682"
"3.70000","0.61230","0.18792"
"3.80000","0.62876","0.19323"
"3.90000","0.64546","0.19503"
"4.00000","0.66224","0.20797"
"4.10000","0.67883","0.20841"
"4.20000","0.69549","0.20093"
"4.30000","0.71213","0.21413"
"4.40000","0.72896","0.20516"
"4.50000","0.74542","0.21857"
"4.60000","0.76208","0.21757"
"4.70000","0.77890","0.24310"
"4.80000","0.79565","0.22925"
"4.90000","0.81209","0.22863"
"5.00000","0.82882","0.24605"
"5.10000","0.84561","0.25941"
"5.20000","0.86218","0.24486"
"5.30000","0.87884","0.26061"
"5.40000","0.89551","0.26777"
"5.50000","0.91231","0.26073"
"5.60000","0.92876","0.26280"
"5.70000","0.94541","0.27217"
"5.80000","0.96213","0.27867"
"5.90000","0.97891","0.29027"
"6.00000","0.99541","0.29049"
"6.10000","1.01205","0.29731"
"6.20000","1.02892","0.30319"
"6.30000","1.04557","0.29964"
"6.40000","1.06219","0.32395"
"6.50000","1.07889","0.30532"
"6.60000","1.09567","0.32833"
"6.70000","1.11211","0.31350"
"6.80000","1.12883","0.32507"
"6.90000","1.14553","0.32545"
"7.00000","1.16216","0.33504"
"7.10000","1.17871","0.33853"
"7.20000","1.19551","0.34390"
"7.30000","1.21224","0.33617"
"7.40000","1.22875","0.34514"
"7.50000","1.24547","0.35209"
"7.60000","1.26211","0.35829"
"7.70000","1.27895","0.34715"
"7.80000","1.29541","0.36894"
"7.90000","1.31220","0.36572"
"8.00000","1.32897","0.37146"
"8.10000","1.34554","0.38557"
"8.20000","1.36214","0.37790"
"8.30000","1.37884","0.39287"
"8.40000","1.39562","0.38850"
"8.50000","1.41209","0.39758"
"8.60000","1.42879","0.38951"
"8.70000","1.44549","0.41087"
"8.80000","1.46228","0.41897"
"8.90000","1.47870","0.41295"
"9.00000","1.49550","0.41511"
"9.10000","1.51222","0.41902"
"9.20000","1.52879","0.42370"
"9.30000","1.54546","0.43946"
"9.40000","1.56222","0.43281"
"9.50000","1.57901","0.43864"
"9.60000","1.59545","0.44952"
"9.70000","1.61220","0.44528"
"9.80000","1.62884","0.45004"
"9.90000","1.64552","0.44913"
"10.00000","1.66204","0.46043"
"10.10000","1.67885","0.46181"
"10.20000","1.69556","0.46437"
"10.30000","1.71212","0.46712"
"10.40000","1.72883","0.47662"
"10.50000","1.74554","0.49110"
"10.60000","1.76232","0.48188"
"10.70000","1.77878","0.48727"
"10.80000","1.79558","0.47940"
"10.90000","1.81220","0.50308"
"11.00000","1.82882","0.50200"
"11.10000","1.84537","0.49716"
"11.20000","1.86223","0.50383"
"11.30000","1.87893","0.50847"
"11.40000","1.89547","0.51633"
"11.50000","1.91215","0.50520"
"11.60000","1.92883","0.51532"
"11.70000","1.94559","0.51572"
"11.80000","1.96206","0.51678"
"11.90000","1.97888","0.52512"
"12.00000","1.99548","0.53041"
"12.10000","2.01217","0.54704"
"12.20000","2.02873","0.53876"
"12.30000","2.04556","0.54405"
"12.40000","2.06227","0.53256"
"12.50000","2.07879","0.54708"
"12.60000","2.09555","0.57653"
"12.70000","2.11219","0.55915"
"12.80000","2.12885","0.57020"
"12.90000","2.14540","0.57889"
"13.00000","2.16222","0.56943"
"13.10000","2.17884","0.58128"
"13.20000","2.19543","0.57429"
"13.30000","2.21209","0.58393"
"13.40000","2.22889","0.57746"
"13.50000","2.24558","0.58972"
"13.60000","2.26214","0.58626"
"13.70000","2.27892","0.59461"
"13.80000","2.29558","0.60718"
"13.90000","2.31223","0.60228"
"14.00000","2.32870","0.59979"
"14.10000","2.34558","0.60708"
"14.20000","2.36220","0.61993"
"14.30000","2.37878","0.62136"
"14.40000","2.39540","0.62297"
"14.50000","2.41219","0.63437"
