Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00594"
"0.10000","0.00922","0.00467"
"0.20000","0.02770","0.01929"
"0.30000","0.04453","0.01499"
"0.40000","0.06122","0.02482"
"0.50000","0.07787","0.02431"
"0.60000","0.09465","0.03379"
"0.70000","0.11140","0.04270"
"0.80000","0.12789","0.03318"
"0.90000","0.14468","0.04189"
"1.00000","0.16130","0.06651"
"1.10000","0.17800","0.05840"
"1.20000","0.19446","0.05547"
"1.30000","0.21132","0.06343"
"1.40000","0.22798","0.06525"
"1.50000","0.24455","0.08442"
"1.60000","0.26119","0.07779"
"1.70000","0.27797","0.10520"
"1.80000","0.29468","0.10181"
"1.90000","0.31114","0.09794"
"2.00000","0.32805","0.10096"
"2.10000","0.34465","0.12205"
"2.20000","0.36132","0.11682"
"2.30000","0.37783","0.11862"
"2.40000","0.39467","0.11842"
"2.50000","0.41136","0.13341"
"2.60000","0.42785","0.14268"
"2.70000","0.44464","0.12824"
"2.80000","0.46130","0.14787"
"2.90000","0.47797","0.14968"
"3.00000","0.49449","0.15746"
"3.10000","0.51132","0.15919"
"3.20000","0.52797","0.16700"
"3.30000","0.54455","0.17500"
"3.40000","0.56116","0.16758"
"3.50000","0.57803","0.16931"
"3.60000","0.59463","0.18946"
"3.70000","0.61118","0.18413"
"3.80000","0.62801","0.18734"
"3.90000","0.64466","0.19474"
"4.00000","0.66132","0.19465"
"4.10000","0.67775","0.21207"
"4.20000","0.69468","0.21587"
"4.30000","0.71135","0.21168"
"4.40000","0.72795","0.21837"
"4.50000","0.74456","0.23034"
"4.60000","0.76132","0.22300"
"4.70000","0.77794","0.23327"
"4.80000","0.79450","0.23457"
"4.90000","0.81133","0.24705"
"5.00000","0.82798","0.25544"
"5.10000","0.84466","0.26867"
"5.20000","0.86117","0.26029"
"5.30000","0.87807","0.26230"
"5.40000","0.89460","0.26652"
"5.50000","0.91120","0.27423"
"5.60000","0.92791","0.27420"
"5.70000","0.94462","0.27764"
"5.80000","0.96124","0.28212"
"5.90000","0.97782","0.29728"
"6.00000","0.99472","0.28064"
"6.10000","1.01130","0.30090"
"6.20000","1.02797","0.30462"
"6.30000","1.04449","0.30114"
"6.40000","1.06138","0.30174"
"6.50000","1.07793","0.32909"
"6.60000","1.09457","0.32414"
"6.70000","1.11134","0.31478"
"6.80000","1.12804","0.32358"
"6.90000","1.14463","0.34078"
"7.00000","1.16117","0.33731"
"7.10000","1.17807","0.33365"
"7.20000","1.19463","0.34855"
"7.30000","1.21128","0.36048"
"7.40000","1.22774","0.35660"
"7.50000","1.24468","0.36674"
"7.60000","1.26122","0.35528"
"7.70000","1.27787","0.36462"
"7.80000","1.29469","0.36930"
"7.90000","1.31133","0.37581"
"8.00000","1.32799","0.38466"
"8.10000","1.34456","0.39267"
"8.20000","1.36142","0.38528"
"8.30000","1.37797","0.39538"
"8.40000","1.39451","0.40282"
"8.50000","1.41116","0.39793"
"8.60000","1.42803","0.39962"
"8.70000","1.44452","0.42224"
"8.80000","1.46116","0.41536"
"8.90000","1.47798","0.41999"
"9.00000","1.49464","0.40769"
"9.10000","1.51132","0.43119"
"9.20000","1.52784","0.43204"
"9.30000","1.54478","0.42443"
"9.40000","1.56126","0.43910"
"9.50000","1.57793","0.45361"
"9.60000","1.59461","0.45404"
"9.70000","1.61138","0.45396"
"9.80000","1.62789","0.45841"
"9.90000","1.64454","0.46336"
"10.00000","1.66138","0.46435"
"10.10000","1.67794","0.46051"
"10.20000","1.69463","0.48510"
"10.30000","1.71121","0.46746"
"10.40000","1.72804","0.47347"
"10.50000","1.74451","0.47196"
"10.60000","1.76121","0.49410"
"10.70000","1.77796","0.49314"
"10.80000","1.79472","0.49836"
"10.90000","1.81126","0.49885"
"11.00000","1.82789","0.50195"
"11.10000","1.84476","0.50910"
"11.20000","1.86126","0.51613"
"11.30000","1.87795","0.51600"
"11.40000","1.89459","0.52750"
"11.50000","1.91138","0.51307"
"11.60000","1.92784","0.53956"
"11.70000","1.94452","0.54408"
"11.80000","1.96127","0.52699"
"11.90000","1.97800","0.52548"
"12.00000","1.99455","0.53811"
"12.10000","2.01120","0.54913"
"12.20000","2.02805","0.53866"
"12.30000","2.04456","0.55902"
"12.40000","2.06129","0.55467"
"12.50000","2.07800","0.55929"
"12.60000","2.09476","0.56641"
"12.70000","2.11121","0.58049"
"12.80000","2.12790","0.57794"
"12.90000","2.14465","0.57951"
"13.00000","2.16127","0.58551"
"13.10000","2.17787","0.57602"
"13.20000","2.19458","0.59793"
"13.30000","2.21136","0.56821"
"13.40000","2.22784","0.59468"
"13.50000","2.24460","0.60504"
"13.60000","2.26122","0.61272"
"13.70000","2.27806","0.59951"
"13.80000","2.29455","0.60776"
"13.90000","2.31125","0.61019"
"14.00000","2.32803","0.62143"
"14.10000","2.34463","0.63114"
"14.20000","2.36129","0.63383"
"14.30000","2.37794","0.62149"
"14.40000","2.39474","0.63208"
"14.50000","2.41117","0.64114"
