Time,Extension,Load
(s),(mm),(N)
"0.00000","-151.67305","0.00565"
"0.00700","-151.67305","-0.00688"
"0.01200","-151.67305","0.00541"
"0.01900","-151.67305","-0.00575"
"0.02900","-151.67305","0.00584"
"0.03200","-151.67305","-0.00819"
"0.04000","-151.67305","0.00225"
"0.05000","-151.67305","0.00411"
"0.06000","-151.67305","0.00422"
"0.07000","-151.67305","0.00316"
"0.07300","-151.67305","-0.00970"
"0.08300","-151.67305","-0.01034"
"0.08500","-151.67305","0.00105"
"0.09500","-151.67305","-0.00093"
"0.10300","-151.67305","0.01190"
"0.10600","-151.67305","-0.00027"
"0.11100","-151.67305","0.01062"
"0.11200","-151.67305","0.02353"
"0.11500","-151.67305","0.00898"
"0.11700","-151.67305","-0.00200"
"0.11800","-151.67305","-0.01218"
"0.12200","-151.67305","-0.00182"
"0.13200","-151.67305","-0.01088"
"0.13600","-151.67305","0.00287"
"0.13800","-151.67305","0.01318"
"0.14100","-151.67305","-0.00111"
"0.14700","-151.67305","0.01192"
"0.15300","-151.67305","0.00169"
"0.15700","-151.67305","-0.00953"
"0.16700","-151.67305","-0.01806"
"0.16900","-151.67305","-0.00311"
"0.17100","-151.67305","0.00865"
"0.17400","-151.67305","-0.00308"
"0.18400","-151.67305","0.00436"
"0.19400","-151.67305","-0.00222"
"0.20200","-151.67305","0.01360"
"0.20600","-151.67305","-0.00306"
"0.21000","-151.67305","0.01274"
"0.21600","-151.67305","0.00183"
"0.22600","-151.67305","0.00824"
"0.22800","-151.67305","-0.00527"
"0.23000","-151.67305","-0.01596"
"0.23600","-151.67305","-0.00234"
"0.23900","-151.67305","0.00776"
"0.24400","-151.67305","-0.00269"
"0.24800","-151.67305","0.01056"
"0.24900","-151.67305","0.02186"
"0.25200","-151.67305","0.00690"
"0.25300","-151.67305","-0.00382"
"0.25500","-151.67305","-0.01417"
"0.25700","-151.67305","-0.00353"
"0.26700","-151.67305","0.00693"
"0.27700","-151.67305","-0.00182"
"0.27900","-151.67305","-0.01814"
"0.28300","-151.67305","0.00547"
"0.28400","-151.67305","0.01828"
"0.28900","-151.67305","0.00008"
"0.29900","-151.67305","0.01244"
"0.30300","-151.67305","0.00167"
"0.30500","-151.67305","-0.00883"
"0.30800","-151.67305","0.00326"
"0.31800","-151.67305","-0.00826"
"0.32000","-151.67305","0.00475"
