Time,Extension,Load
(s),(mm),(N)
"0.00000","-153.87355","0.00408"
"0.00900","-153.87357","0.01547"
"0.01900","-153.87366","0.00544"
"0.02000","-153.87367","-0.00925"
"0.02400","-153.87367","0.00253"
"0.03400","-153.87367","-0.00726"
"0.03800","-153.87367","0.00696"
"0.04800","-153.87367","0.00731"
"0.05100","-153.87367","-0.00797"
"0.05300","-153.87367","0.00734"
"0.05800","-153.87367","-0.00332"
"0.06300","-153.87367","0.00853"
"0.07300","-153.87367","0.00847"
"0.07900","-153.87367","-0.00448"
"0.08100","-153.87367","0.00628"
"0.08400","-153.87367","-0.00586"
"0.09400","-153.87367","0.00153"
"0.10100","-153.87367","0.01192"
"0.10900","-153.87367","-0.00503"
"0.11700","-153.87367","0.00544"
"0.12200","-153.87367","-0.01018"
"0.12700","-153.87367","0.00031"
"0.13600","-153.87367","-0.01200"
"0.14000","-153.87367","-0.00155"
"0.14800","-153.87367","0.00984"
"0.15100","-153.87367","-0.00605"
"0.15600","-153.87367","0.00693"
"0.16100","-153.87364","-0.00373"
"0.16400","-153.87364","0.01118"
"0.16800","-153.87364","-0.00742"
"0.17200","-153.87364","0.00544"
"0.18200","-153.87364","0.00737"
"0.18500","-153.87364","-0.00288"
"0.19500","-153.87364","-0.00006"
"0.20100","-153.87364","0.01052"
"0.21000","-153.87364","-0.00630"
"0.21600","-153.87364","0.00453"
"0.21900","-153.87364","0.01456"
"0.22300","-153.87364","0.00261"
"0.23300","-153.87364","0.00763"
"0.23600","-153.87364","-0.00816"
"0.24600","-153.87364","0.00139"
"0.25600","-153.87364","0.00711"
"0.26100","-153.87364","-0.00638"
"0.27000","-153.87364","0.00646"
"0.27200","-153.87364","0.01684"
"0.27500","-153.87364","0.00666"
"0.27900","-153.87364","0.01769"
"0.28200","-153.87364","0.00488"
"0.28400","-153.87364","-0.00850"
"0.29400","-153.87364","0.00753"
"0.30400","-153.87364","0.00283"
"0.31000","-153.87364","0.01422"
"0.31400","-153.87364","-0.00833"
"0.32000","-153.87364","0.00302"
"0.32800","-153.87364","-0.00833"
"0.33100","-153.87363","0.00707"
"0.33400","-153.87361","-0.00622"
"0.34300","-153.87361","0.00831"
"0.34600","-153.87361","-0.00443"
"0.34900","-153.87361","0.00678"
"0.35300","-153.87361","-0.00685"
"0.36300","-153.87361","-0.00431"
"0.37000","-153.87361","0.01015"
"0.37800","-153.87361","-0.00419"
"0.38800","-153.87361","0.00715"
"0.39100","-153.87361","-0.00656"
"0.40000","-153.87361","0.00387"
"0.40500","-153.87361","-0.00693"
"0.40800","-153.87361","-0.02107"
"0.41000","-153.87361","0.00165"
"0.42000","-153.87361","0.00113"
"0.42200","-153.87361","0.01125"
"0.42500","-153.87361","0.00011"
"0.42800","-153.87361","-0.01059"
"0.43100","-153.87361","-0.00019"
"0.43400","-153.87361","-0.01066"
"0.44100","-153.87361","-0.00013"
"0.44400","-153.87361","0.01016"
"0.44800","-153.87361","-0.00584"
"0.45200","-153.87361","0.00725"
"0.46100","-153.87361","0.02241"
"0.46600","-153.87361","0.00568"
"0.47600","-153.87361","0.01246"
"0.47800","-153.87361","0.02575"
"0.48000","-153.87361","0.00921"
"0.48100","-153.87361","-0.00140"
"0.49100","-153.87361","0.00691"
"0.49300","-153.87361","-0.00428"
"0.50300","-153.87361","0.00094"
"0.50700","-153.87361","-0.00910"
"0.51500","-153.87361","0.00412"
"0.51900","-153.87361","-0.01278"
"0.52100","-153.87361","-0.00271"
"0.52600","-153.87361","0.01695"
"0.53200","-153.87361","0.00332"
"0.54100","-153.87361","0.01777"
"0.54400","-153.87361","0.00245"
"0.54900","-153.87361","-0.00833"
"0.55300","-153.87361","0.00497"
"0.55700","-153.87361","-0.00577"
"0.56700","-153.87360","0.00228"
"0.57700","-153.87360","0.00260"
"0.58500","-153.87360","-0.00888"
"0.59100","-153.87360","0.00225"
"0.59900","-153.87360","0.01606"
"0.60300","-153.87360","0.00481"
"0.61000","-153.87360","-0.00719"
"0.61500","-153.87360","0.00286"
"0.61900","-153.87360","-0.00943"
"0.62900","-153.87360","0.00264"
"0.63900","-153.87360","0.01368"
"0.64100","-153.87360","0.00235"
"0.64500","-153.87360","-0.01015"
"0.65200","-153.87360","0.00288"
"0.66000","-153.87360","-0.01035"
"0.66600","-153.87360","0.00224"
"0.67200","-153.87360","0.01227"
"0.67500","-153.87360","0.00097"
"0.67800","-153.87360","0.01110"
"0.68300","-153.87360","0.02114"
"0.68600","-153.87360","0.00858"
"0.69100","-153.87360","-0.00220"
"0.69600","-153.87360","0.01003"
"0.70000","-153.87360","-0.00592"
"0.70300","-153.87360","-0.01621"
"0.70800","-153.87360","-0.00148"
"0.71500","-153.87360","0.00944"
"0.72400","-153.87360","-0.01234"
"0.72800","-153.87360","0.00036"
"0.73000","-153.87360","0.01278"
"0.73300","-153.87360","-0.00114"
"0.73600","-153.87360","0.01210"
"0.74600","-153.87360","0.00864"
"0.75100","-153.87360","-0.00147"
"0.75600","-153.87360","-0.01260"
"0.75800","-153.87360","-0.00229"
"0.76500","-153.87360","-0.01398"
"0.77100","-153.87360","0.00097"
"0.77900","-153.87360","0.01131"
"0.78700","-153.87360","0.00041"
"0.79600","-153.87360","-0.01179"
"0.79800","-153.87360","0.00010"
"0.80800","-153.87360","0.00020"
"0.80900","-153.87360","0.01074"
"0.81200","-153.87360","-0.00189"
"0.81400","-153.87360","-0.01397"
"0.81800","-153.87360","0.00187"
"0.82300","-153.87360","0.01206"
"0.82500","-153.87360","-0.00352"
"0.83300","-153.87360","0.00781"
"0.83800","-153.87360","0.02090"
"0.84100","-153.87360","0.00963"
"0.84800","-153.87360","-0.00099"
"0.85100","-153.87360","0.01269"
"0.85300","-153.87360","-0.00342"
"0.86100","-153.87360","0.00788"
"0.86500","-153.87360","-0.00406"
"0.86600","-153.87360","-0.01902"
"0.86800","-153.87360","-0.03213"
"0.87000","-153.87360","-0.01134"
"0.87100","-153.87360","-0.00109"
"0.87500","-153.87360","0.01170"
"0.87900","-153.87360","-0.00713"
"0.88600","-153.87360","0.00426"
"0.89600","-153.87360","0.00572"
"0.90300","-153.87355","0.01849"
"0.90700","-153.87355","0.00332"
"0.90900","-153.87355","-0.00805"
"0.91200","-153.87355","0.00550"
"0.91500","-153.87355","-0.00605"
"0.92500","-153.87355","0.00607"
"0.93500","-153.87355","0.00281"
"0.93700","-153.87355","0.01551"
"0.94300","-153.87355","0.00161"
"0.95300","-153.87355","0.00913"
"0.95600","-153.87355","-0.00883"
"0.96600","-153.87355","0.00499"
"0.97000","-153.87355","-0.00891"
"0.97900","-153.87355","0.00342"
"0.98800","-153.87355","0.01638"
"0.99500","-153.87355","0.00255"
"0.99700","-153.87355","-0.01229"
"1.00100","-153.87355","0.00045"
"1.00700","-153.87355","-0.01146"
"1.01400","-153.87355","0.00146"
"1.01900","-153.87355","0.01579"
"1.02100","-153.87355","0.00335"
"1.02300","-153.87355","-0.00902"
"1.02800","-153.87355","0.00957"
"1.03700","-153.87355","-0.00351"
"1.04700","-153.87355","-0.00752"
"1.05500","-153.87355","0.00494"
"1.06100","-153.87355","-0.01042"
"1.06300","-153.87355","0.00125"
"1.07200","-153.87355","-0.00937"
"1.07800","-153.87355","0.00697"
"1.08600","-153.87355","-0.00661"
"1.08800","-153.87355","0.00470"
"1.09800","-153.87355","0.00081"
"1.10800","-153.87355","0.01108"
"1.11100","-153.87355","-0.00165"
"1.11900","-153.87355","0.01140"
"1.12300","-153.87355","-0.00733"
"1.12700","-153.87355","0.00730"
"1.13400","-153.87355","0.01739"
"1.13600","-153.87355","0.00421"
"1.14400","-153.87355","-0.00835"
"1.14600","-153.87355","0.00473"
"1.15200","-153.87355","-0.00580"
"1.15600","-153.87355","0.00446"
"1.16300","-153.87355","-0.00708"
"1.16900","-153.87355","0.00829"
"1.17500","-153.87355","-0.00437"
"1.17700","-153.87355","-0.01522"
"1.18000","-153.87355","-0.00097"
"1.18200","-153.87355","0.00918"
"1.18400","-153.87355","0.02130"
"1.18800","-153.87355","0.00229"
"1.19000","-153.87355","-0.00937"
