Time,Extension,Load
(s),(mm),(N)
"0.00000","-155.25151","0.01159"
"0.00200","-155.25151","-0.00337"
"0.01200","-155.25151","0.00168"
"0.01400","-155.25150","-0.01250"
"0.02300","-155.25150","0.00668"
"0.02800","-155.25150","-0.00971"
"0.03500","-155.25150","0.00605"
"0.04000","-155.25150","0.01688"
"0.04200","-155.25150","0.00262"
"0.05200","-155.25150","0.00810"
"0.05500","-155.25150","-0.00470"
"0.06500","-155.25150","-0.00057"
"0.06600","-155.25150","-0.01103"
"0.07500","-155.25150","0.00161"
"0.08500","-155.25150","-0.00534"
"0.08700","-155.25150","0.00772"
"0.09700","-155.25150","0.00850"
"0.10700","-155.25150","-0.00117"
"0.11600","-155.25150","-0.01404"
"0.11800","-155.25150","-0.00401"
"0.12800","-155.25150","-0.00355"
"0.13100","-155.25150","0.00891"
"0.13400","-155.25150","-0.00226"
"0.14400","-155.25150","0.01478"
"0.14600","-155.25150","-0.00009"
"0.14800","-155.25150","-0.01279"
"0.15400","-155.25150","0.00359"
"0.16000","-155.25150","-0.00675"
"0.16900","-155.25150","0.00509"
"0.17300","-155.25150","-0.00680"
"0.17900","-155.25150","0.00825"
"0.18200","-155.25150","-0.00242"
"0.19200","-155.25150","-0.00232"
"0.19600","-155.25150","0.00822"
"0.20100","-155.25150","-0.00474"
"0.21000","-155.25150","0.00763"
"0.21800","-155.25150","-0.00242"
"0.22800","-155.25150","-0.00881"
"0.23200","-155.25150","0.00578"
"0.23400","-155.25150","0.01714"
"0.24000","-155.25150","0.00406"
"0.24300","-155.25150","0.01715"
"0.24500","-155.25150","0.00661"
"0.25500","-155.25150","0.00934"
"0.25600","-155.25150","-0.00422"
"0.26000","-155.25150","0.00770"
"0.26800","-155.25150","-0.00633"
"0.27800","-155.25150","-0.00115"
"0.28300","-155.25150","-0.01178"
"0.28600","-155.25150","0.00053"
"0.28800","-155.25150","0.01237"
"0.29300","-155.25150","-0.00900"
"0.30300","-155.25150","0.00025"
"0.31300","-155.25150","0.00946"
"0.32000","-155.25150","-0.00796"
"0.32400","-155.25150","0.00611"
"0.32600","-155.25150","-0.00865"
"0.33600","-155.25150","-0.00832"
"0.33800","-155.25150","0.00636"
"0.34500","-155.25150","-0.00422"
"0.34800","-155.25150","0.01391"
"0.35500","-155.25150","0.00334"
"0.35900","-155.25150","-0.00835"
"0.36100","-155.25150","0.00857"
"0.37100","-155.25150","0.00155"
"0.37300","-155.25150","-0.01147"
"0.38300","-155.25150","-0.00484"
"0.39000","-155.25150","0.00612"
"0.40000","-155.25150","-0.00545"
"0.40600","-155.25150","0.00620"
"0.41600","-155.25150","0.00205"
"0.42300","-155.25150","-0.00921"
"0.43100","-155.25150","0.00540"
"0.43800","-155.25150","-0.00520"
"0.44000","-155.25150","-0.02094"
"0.44200","-155.25150","-0.00783"
"0.44700","-155.25150","0.00608"
"0.45100","-155.25150","-0.00695"
"0.45800","-155.25150","0.00574"
"0.46700","-155.25150","-0.00483"
"0.47700","-155.25150","-0.00268"
"0.48700","-155.25150","-0.00750"
"0.49200","-155.25150","-0.01849"
"0.49700","-155.25150","0.00082"
"0.50700","-155.25150","0.00032"
"0.51300","-155.25150","0.01661"
"0.51700","-155.25150","-0.00147"
"0.52700","-155.25150","-0.00161"
"0.53700","-155.25150","-0.00250"
"0.54500","-155.25150","0.01114"
"0.54900","-155.25150","-0.00161"
"0.55300","-155.25150","0.00936"
"0.56000","-155.25150","-0.00072"
"0.57000","-155.25150","-0.00648"
"0.57400","-155.25150","0.00357"
"0.57700","-155.25150","-0.01051"
"0.58700","-155.25150","-0.00399"
"0.59600","-155.25150","0.00775"
"0.59800","-155.25150","-0.00751"
"0.60200","-155.25150","0.00572"
"0.61200","-155.25150","0.00753"
"0.62200","-155.25150","0.00236"
"0.63200","-155.25150","0.00402"
"0.63600","-155.25150","-0.01503"
"0.64300","-155.25150","-0.00412"
"0.64800","-155.25150","0.00775"
"0.65000","-155.25150","-0.00358"
"0.65200","-155.25150","0.00750"
"0.65500","-155.25150","0.01774"
"0.66000","-155.25150","0.00703"
"0.67000","-155.25150","0.01533"
"0.67500","-155.25150","0.00289"
"0.67600","-155.25150","-0.01545"
"0.67900","-155.25150","-0.00354"
"0.68900","-155.25150","-0.00927"
"0.69200","-155.25150","0.00176"
"0.69600","-155.25150","-0.01496"
"0.69800","-155.25150","0.00931"
"0.69900","-155.25150","0.02056"
"0.70200","-155.25150","0.00521"
"0.70500","-155.25150","-0.00652"
"0.70800","-155.25150","0.01025"
"0.71800","-155.25150","0.00473"
"0.72000","-155.25150","-0.00781"
"0.72400","-155.25150","0.00494"
"0.73000","-155.25150","-0.00674"
"0.74000","-155.25150","-0.00187"
"0.75000","-155.25150","-0.01123"
"0.75200","-155.25150","0.00478"
"0.76200","-155.25150","0.00882"
"0.76600","-155.25150","-0.00362"
"0.77600","-155.25150","-0.00738"
"0.77800","-155.25150","0.00270"
"0.78800","-155.25150","0.00054"
"0.79800","-155.25150","-0.00967"
