Time,Extension,Load
(s),(mm),(N)
"0.00000","-153.60716","0.00526"
"0.01000","-153.60722","0.00904"
"0.02000","-153.60739","0.00549"
"0.02600","-153.60744","-0.00638"
"0.03500","-153.60744","0.00610"
"0.03800","-153.60744","-0.00571"
"0.04200","-153.60742","0.00668"
"0.05200","-153.60741","0.00143"
"0.05500","-153.60741","0.01587"
"0.05800","-153.60741","0.00194"
"0.06200","-153.60741","0.01346"
"0.06500","-153.60741","0.00077"
"0.06900","-153.60741","0.01397"
"0.07400","-153.60741","0.00069"
"0.07600","-153.60741","-0.01634"
"0.07900","-153.60741","-0.00382"
"0.08800","-153.60741","0.00943"
"0.09200","-153.60741","-0.00252"
"0.10200","-153.60741","0.00624"
"0.11200","-153.60741","0.00171"
"0.12200","-153.60739","-0.00702"
"0.12400","-153.60738","0.00339"
"0.13400","-153.60738","-0.00402"
"0.14000","-153.60738","0.00791"
"0.15000","-153.60738","0.01445"
"0.15400","-153.60738","0.00197"
"0.15600","-153.60738","-0.01146"
"0.15800","-153.60738","0.00672"
"0.16000","-153.60738","0.01731"
"0.16900","-153.60738","0.00487"
"0.17300","-153.60738","0.01712"
"0.17500","-153.60738","0.00650"
"0.17700","-153.60738","-0.00558"
"0.18600","-153.60738","0.00505"
"0.19600","-153.60735","0.00623"
"0.20000","-153.60735","0.01765"
"0.20300","-153.60735","0.00533"
"0.20900","-153.60735","0.01595"
"0.21500","-153.60735","-0.00169"
"0.21800","-153.60735","0.01001"
"0.22400","-153.60735","-0.00284"
"0.22600","-153.60735","0.01043"
"0.22900","-153.60735","-0.00180"
"0.23900","-153.60735","0.00605"
"0.24100","-153.60735","-0.01155"
"0.24400","-153.60735","0.00076"
"0.25400","-153.60732","0.00476"
"0.26400","-153.60732","0.00769"
"0.27100","-153.60732","-0.00373"
"0.27500","-153.60732","0.00736"
"0.28000","-153.60732","-0.00360"
"0.28300","-153.60732","0.00976"
"0.29000","-153.60732","-0.00298"
"0.30000","-153.60732","0.00063"
"0.31000","-153.60732","0.00099"
"0.31300","-153.60732","0.01114"
"0.31600","-153.60732","-0.00337"
"0.32100","-153.60732","0.00729"
"0.33100","-153.60732","0.00425"
"0.34100","-153.60730","0.00831"
"0.34600","-153.60730","-0.00541"
"0.34900","-153.60730","0.00843"
"0.35500","-153.60730","-0.00363"
"0.35700","-153.60730","0.00920"
"0.35800","-153.60730","0.02205"
"0.36200","-153.60730","0.00533"
"0.36400","-153.60730","-0.00583"
"0.37400","-153.60730","-0.00213"
"0.37800","-153.60730","0.00845"
"0.38000","-153.60730","-0.00515"
"0.38400","-153.60730","0.01297"
"0.39000","-153.60730","0.00095"
"0.39900","-153.60730","0.01241"
"0.40600","-153.60727","0.00148"
"0.41600","-153.60727","0.01127"
"0.41900","-153.60727","-0.00203"
"0.42600","-153.60727","0.00970"
"0.42700","-153.60727","0.01988"
"0.43100","-153.60727","0.00648"
"0.44100","-153.60727","0.01203"
"0.44300","-153.60727","0.00136"
"0.44400","-153.60727","-0.01059"
"0.45100","-153.60727","0.00714"
"0.46100","-153.60727","-0.00091"
"0.46500","-153.60727","0.01801"
"0.47000","-153.60727","0.00349"
"0.48000","-153.60727","0.01491"
"0.48200","-153.60727","-0.00106"
"0.48900","-153.60722","0.01769"
"0.49300","-153.60722","0.00308"
"0.49900","-153.60722","-0.00796"
"0.50200","-153.60722","0.00632"
"0.50800","-153.60722","-0.00477"
"0.51000","-153.60722","0.00868"
"0.51600","-153.60722","-0.00319"
"0.51800","-153.60722","0.00966"
"0.52500","-153.60722","0.02343"
"0.52700","-153.60722","0.01090"
"0.53500","-153.60722","-0.00346"
"0.53800","-153.60722","0.00914"
"0.54100","-153.60722","-0.00390"
"0.55100","-153.60722","-0.00864"
"0.56100","-153.60722","0.00234"
"0.56400","-153.60722","0.01566"
"0.56700","-153.60722","0.02635"
"0.56800","-153.60722","0.01616"
"0.57400","-153.60722","0.00338"
"0.58100","-153.60722","0.01717"
"0.58400","-153.60722","-0.00005"
"0.59400","-153.60722","0.00634"
"0.59800","-153.60722","-0.00759"
"0.60100","-153.60722","0.00772"
"0.61100","-153.60722","0.01040"
"0.62100","-153.60722","0.00778"
"0.63100","-153.60722","0.00587"
"0.63600","-153.60719","-0.00609"
"0.64400","-153.60719","0.00862"
"0.64900","-153.60719","-0.00483"
"0.65900","-153.60719","-0.00175"
"0.66800","-153.60719","0.00827"
"0.67400","-153.60719","-0.00365"
"0.67900","-153.60719","0.00732"
"0.68700","-153.60719","-0.00696"
"0.68900","-153.60719","0.00308"
"0.69900","-153.60719","-0.00431"
"0.70100","-153.60719","0.00715"
"0.71000","-153.60719","-0.00898"
"0.71600","-153.60719","0.00231"
"0.72600","-153.60719","-0.00159"
"0.73100","-153.60719","0.00853"
"0.73700","-153.60719","-0.00481"
"0.74000","-153.60719","0.01051"
"0.75000","-153.60719","-0.00554"
"0.75900","-153.60719","0.00490"
"0.76100","-153.60719","-0.00810"
"0.76600","-153.60719","0.00602"
"0.77100","-153.60719","0.01634"
"0.77500","-153.60719","0.00458"
"0.78200","-153.60719","0.02181"
"0.78600","-153.60719","0.00138"
"0.79000","-153.60719","0.01489"
"0.79600","-153.60719","-0.00040"
"0.80600","-153.60719","-0.00297"
"0.81000","-153.60719","0.00969"
"0.81300","-153.60719","-0.00484"
"0.82200","-153.60719","0.00981"
"0.82500","-153.60719","-0.00029"
"0.83100","-153.60719","0.00985"
"0.84100","-153.60719","0.00778"
"0.84900","-153.60719","-0.00247"
"0.85900","-153.60719","-0.00593"
"0.86300","-153.60719","-0.01974"
"0.86700","-153.60719","-0.00353"
"0.87200","-153.60719","0.01074"
"0.87600","-153.60719","-0.00404"
"0.88100","-153.60719","0.00661"
"0.88300","-153.60719","0.02586"
"0.88600","-153.60719","0.01547"
"0.88800","-153.60719","0.00263"
"0.89500","-153.60719","0.01493"
"0.90100","-153.60719","-0.00475"
"0.91100","-153.60719","-0.00093"
"0.91800","-153.60719","-0.01558"
"0.92100","-153.60719","-0.00305"
"0.92200","-153.60719","0.00789"
"0.92600","-153.60719","-0.00553"
"0.93000","-153.60719","0.00579"
"0.94000","-153.60719","0.01510"
"0.94500","-153.60719","0.00077"
"0.94800","-153.60719","0.01468"
"0.95100","-153.60719","0.00214"
"0.96100","-153.60719","0.00765"
"0.96300","-153.60719","-0.00444"
"0.96600","-153.60719","-0.01528"
"0.96900","-153.60719","-0.00522"
"0.97300","-153.60719","0.00586"
"0.97800","-153.60719","-0.00784"
"0.98600","-153.60719","0.00984"
"0.99200","-153.60719","-0.00197"
"0.99500","-153.60719","0.00822"
"1.00500","-153.60719","-0.00068"
"1.01500","-153.60719","-0.01586"
"1.01800","-153.60719","-0.00563"
"1.02000","-153.60719","0.00708"
"1.03000","-153.60719","0.00682"
"1.03800","-153.60719","0.02084"
"1.04000","-153.60719","0.00347"
"1.04600","-153.60719","0.01821"
"1.05100","-153.60719","0.00679"
"1.05400","-153.60719","-0.00331"
"1.06200","-153.60719","0.00876"
"1.06400","-153.60719","0.02165"
"1.06600","-153.60719","0.00904"
"1.06800","-153.60719","-0.00352"
"1.07200","-153.60719","0.00851"
"1.07700","-153.60719","-0.00721"
"1.08200","-153.60719","0.00308"
"1.08300","-153.60719","0.01331"
"1.09300","-153.60719","0.01098"
"1.09500","-153.60719","0.00058"
"1.10500","-153.60719","-0.00176"
"1.11000","-153.60719","0.01058"
"1.11300","-153.60719","-0.00288"
"1.11900","-153.60719","-0.01299"
"1.12100","-153.60719","-0.00260"
"1.12200","-153.60719","0.00801"
"1.13200","-153.60719","-0.00621"
"1.13500","-153.60719","0.00523"
"1.13800","-153.60719","0.01560"
"1.14800","-153.60719","0.02629"
"1.15000","-153.60719","0.01579"
"1.15500","-153.60719","0.00130"
"1.16500","-153.60719","0.00476"
