Time,Extension,Load
(s),(mm),(N)
"0.00000","-146.58836","-0.00459"
"0.01000","-146.58836","0.00099"
"0.02000","-146.58835","0.00529"
"0.02800","-146.58835","-0.01047"
"0.03200","-146.58836","0.00263"
"0.04000","-146.58836","0.01447"
"0.04300","-146.58836","0.00435"
"0.04700","-146.58835","-0.00904"
"0.05700","-146.58835","-0.00136"
"0.06400","-146.58836","0.01092"
"0.06800","-146.58836","-0.00642"
"0.07300","-146.58836","0.00431"
"0.07800","-146.58835","-0.00685"
"0.08100","-146.58835","0.00615"
"0.08900","-146.58835","-0.01414"
"0.09800","-146.58835","0.00857"
"0.10000","-146.58835","-0.00174"
"0.11000","-146.58835","0.00320"
"0.11200","-146.58835","-0.00746"
"0.12000","-146.58835","0.00305"
"0.13000","-146.58835","-0.00385"
"0.13300","-146.58835","0.00629"
"0.13500","-146.58835","0.01904"
"0.13700","-146.58835","0.00706"
"0.13900","-146.58835","-0.01035"
"0.14400","-146.58835","-0.00030"
"0.15400","-146.58835","-0.01053"
"0.15800","-146.58835","0.00058"
"0.16200","-146.58835","-0.01048"
"0.16900","-146.58835","0.00016"
"0.17900","-146.58835","0.00280"
"0.18800","-146.58835","-0.00950"
"0.19100","-146.58835","0.00664"
"0.19400","-146.58835","0.02104"
"0.19600","-146.58835","0.00714"
"0.19700","-146.58835","-0.00522"
"0.20000","-146.58835","-0.01944"
"0.20600","-146.58835","-0.00406"
"0.21600","-146.58835","0.00109"
"0.22600","-146.58835","-0.00438"
"0.22900","-146.58835","0.00751"
"0.23800","-146.58835","-0.00402"
"0.24000","-146.58835","0.00681"
"0.24600","-146.58835","-0.00667"
"0.25300","-146.58835","0.00354"
"0.26100","-146.58835","-0.00953"
"0.26600","-146.58835","0.00246"
"0.27000","-146.58835","-0.00942"
"0.27500","-146.58835","0.00196"
"0.28500","-146.58835","-0.00255"
"0.29200","-146.58835","0.00874"
"0.29500","-146.58835","-0.00367"
"0.30000","-146.58835","0.00743"
"0.30500","-146.58835","-0.00432"
"0.31500","-146.58835","-0.00083"
"0.31600","-146.58835","-0.01201"
"0.32300","-146.58835","0.00362"
"0.33000","-146.58835","-0.00815"
"0.33200","-146.58835","0.00630"
"0.34200","-146.58835","0.00467"
"0.35200","-146.58835","0.00353"
"0.36200","-146.58835","-0.00050"
"0.36500","-146.58835","-0.01131"
"0.36900","-146.58835","-0.00086"
"0.37600","-146.58835","-0.01240"
"0.38000","-146.58835","-0.02661"
"0.38300","-146.58835","-0.00734"
"0.38400","-146.58835","0.00341"
"0.39400","-146.58835","0.00897"
"0.40200","-146.58835","-0.00992"
"0.41000","-146.58835","0.00075"
"0.41400","-146.58835","-0.01022"
"0.41800","-146.58835","0.00407"
"0.42100","-146.58835","-0.00613"
"0.42800","-146.58835","0.00521"
