0,0,0
0.2,-0.060774,0
0.4,-0.24119,0
0.6,-0.53839,0
0.8,-0.94951,0
1,-1.4717,0
1.2,-2.1021,0
1.4,-2.8378,0
1.6,-3.6761,0
1.8,-4.614,0
2,-5.6486,0
2.2,-6.7772,0
2.4,-7.9968,0
2.6,-9.3046,0
2.8,-10.698,0
3,-12.173,0
3.2,-13.729,0
3.4,-15.361,0
3.6,-17.067,0
3.8,-18.844,0
4,-20.689,0
4.2,-22.599,0
4.4,-24.572,0
4.6,-26.605,0
4.8,-28.694,0
5,-30.838,0
5.2,-33.032,0
5.4,-35.274,0
5.6,-37.562,0
5.8,-39.893,0
6,-42.263,0
6.2,-44.669,0
6.4,-47.11,0
6.6,-49.581,0
6.8,-52.081,0
7,-54.606,0
7.2,-57.154,0
7.4,-59.721,0
7.6,-62.305,0
7.8,-64.902,0
8,-67.511,0
8.2,-70.128,0
8.4,-72.75,0
8.6,-75.375,0
8.8,-77.999,0
9,-80.62,0
9.2,-83.235,0
9.4,-85.841,0
9.6,-88.435,0
9.8,-91.015,0
10,-93.576,0
10.2,-96.118,0
10.4,-98.636,0
10.6,-101.13,0
10.8,-103.59,0
11,-106.02,0
11.2,-108.42,0
11.4,-110.78,0
11.6,-113.1,0
11.8,-115.37,0
12,-117.6,0
12.2,-119.78,0
12.4,-121.91,0
12.6,-123.98,0
12.8,-126,0
13,-127.95,0
13.2,-129.85,0
13.4,-131.67,0
13.6,-133.43,0
13.8,-135.11,0
14,-136.72,0
14.2,-138.26,0
14.4,-139.71,0
14.6,-141.08,0
14.8,-142.36,0
15,-143.55,0
15.2,-144.66,0
15.4,-145.66,0
15.6,-146.57,0
15.8,-147.38,0
16,-148.09,0
16.2,-148.69,0
16.4,-149.18,0
16.6,-149.56,0
16.8,-149.82,0
17,-149.97,0
17.2,-150,-0.0029933
17.4,-149.96,-0.060143
17.6,-149.87,-0.18859
17.8,-149.74,-0.38661
18,-149.56,-0.6525
18.2,-149.34,-0.98454
18.4,-149.08,-1.381
18.6,-148.77,-1.8402
18.8,-148.43,-2.3604
19,-148.04,-2.9399
19.2,-147.62,-3.577
19.4,-147.15,-4.2699
19.6,-146.66,-5.017
19.8,-146.12,-5.8165
20,-145.56,-6.6667
20.2,-144.96,-7.5659
20.4,-144.33,-8.5124
20.6,-143.66,-9.5044
20.8,-142.97,-10.54
21,-142.25,-11.618
21.2,-141.51,-12.737
21.4,-140.74,-13.894
21.6,-139.94,-15.088
21.8,-139.12,-16.318
22,-138.28,-17.581
22.2,-137.42,-18.876
22.4,-136.53,-20.201
22.6,-135.63,-21.554
22.8,-134.71,-22.934
23,-133.77,-24.339
23.2,-132.82,-25.768
23.4,-131.85,-27.218
23.6,-130.87,-28.688
23.8,-129.88,-30.176
24,-128.88,-31.68
24.2,-127.87,-33.199
24.4,-126.85,-34.731
24.6,-125.82,-36.274
24.8,-124.78,-37.827
25,-123.74,-39.388
25.2,-122.7,-40.955
25.4,-121.65,-42.526
25.6,-120.6,-44.1
25.8,-119.55,-45.675
26,-118.5,-47.249
26.2,-117.45,-48.821
26.4,-116.41,-50.388
26.6,-115.37,-51.95
26.8,-114.33,-53.504
27,-113.3,-55.049
27.2,-112.28,-56.583
27.4,-111.26,-58.104
27.6,-110.26,-59.61
27.8,-109.27,-61.101
28,-108.28,-62.573
28.2,-107.32,-64.026
28.4,-106.36,-65.458
28.6,-105.42,-66.866
28.8,-104.5,-68.25
29,-103.59,-69.608
29.2,-102.71,-70.937
29.4,-101.84,-72.236
29.6,-101,-73.504
29.8,-100.17,-74.738
30,-99.375,-75.938
30.2,-98.6,-77.1
30.4,-97.851,-78.224
30.6,-97.128,-79.308
30.8,-96.433,-80.35
31,-95.768,-81.349
31.2,-95.132,-82.302
31.4,-94.528,-83.208
31.6,-93.957,-84.065
31.8,-93.419,-84.872
32,-92.916,-85.627
32.2,-92.448,-86.327
32.4,-92.018,-86.973
32.6,-91.626,-87.56
32.8,-91.274,-88.089
33,-90.962,-88.557
33.2,-90.692,-88.963
33.4,-90.464,-89.304
33.6,-90.28,-89.58
33.8,-90.142,-89.787
34,-90.049,-89.926
34.2,-90.004,-89.993
34.4,-89.988,-90.004
34.6,-89.91,-90.03
34.8,-89.762,-90.079
35,-89.544,-90.152
35.2,-89.259,-90.247
35.4,-88.909,-90.364
35.6,-88.494,-90.502
35.8,-88.017,-90.661
36,-87.48,-90.84
36.2,-86.884,-91.039
36.4,-86.231,-91.256
36.6,-85.522,-91.493
36.8,-84.76,-91.747
37,-83.946,-92.018
37.2,-83.081,-92.306
37.4,-82.168,-92.611
37.6,-81.209,-92.93
37.8,-80.204,-93.265
38,-79.156,-93.615
38.2,-78.066,-93.978
38.4,-76.936,-94.355
38.6,-75.768,-94.744
38.8,-74.564,-95.145
39,-73.325,-95.558
39.2,-72.052,-95.983
39.4,-70.749,-96.417
39.6,-69.415,-96.862
39.8,-68.054,-97.315
40,-66.667,-97.778
40.2,-65.255,-98.248
40.4,-63.82,-98.727
40.6,-62.364,-99.212
40.8,-60.889,-99.704
41,-59.396,-100.2
41.2,-57.887,-100.7
41.4,-56.364,-101.21
41.6,-54.829,-101.72
41.8,-53.283,-102.24
42,-51.728,-102.76
42.2,-50.165,-103.28
42.4,-48.597,-103.8
42.6,-47.024,-104.33
42.8,-45.45,-104.85
43,-43.875,-105.37
43.2,-42.301,-105.9
43.4,-40.731,-106.42
43.6,-39.165,-106.95
43.8,-37.605,-107.47
44,-36.053,-107.98
44.2,-34.512,-108.5
44.4,-32.981,-109.01
44.6,-31.464,-109.51
44.8,-29.962,-110.01
45,-28.477,-110.51
45.2,-27.009,-111
45.4,-25.562,-111.48
45.6,-24.137,-111.95
45.8,-22.736,-112.42
46,-21.359,-112.88
46.2,-20.01,-113.33
46.4,-18.689,-113.77
46.6,-17.398,-114.2
46.8,-16.14,-114.62
47,-14.916,-115.03
47.2,-13.727,-115.42
47.4,-12.575,-115.81
47.6,-11.462,-116.18
47.8,-10.39,-116.54
48,-9.36,-116.88
48.2,-8.3743,-117.21
48.4,-7.4345,-117.52
48.6,-6.5422,-117.82
48.8,-5.6991,-118.1
49,-4.907,-118.36
49.2,-4.1675,-118.61
49.4,-3.4825,-118.84
49.6,-2.8535,-119.05
49.8,-2.2824,-119.24
50,-1.7708,-119.41
50.2,-1.3205,-119.56
50.4,-0.93312,-119.69
50.6,-0.61043,-119.8
50.8,-0.35413,-119.88
51,-0.16594,-119.94
51.2,-0.047573,-119.98
51.4,-0.00074917,-120
51.6,0.02682,-119.99
51.8,0.12492,-119.96
52,0.29333,-119.9
52.2,0.53035,-119.82
52.4,0.83425,-119.72
52.6,1.2033,-119.6
52.8,1.6358,-119.45
53,2.1301,-119.29
53.2,2.6844,-119.11
53.4,3.297,-118.9
53.6,3.9662,-118.68
53.8,4.6903,-118.44
54,5.4675,-118.18
54.2,6.2962,-117.9
54.4,7.1746,-117.61
54.6,8.1011,-117.3
54.8,9.0738,-116.98
55,10.091,-116.64
55.2,11.151,-116.28
55.4,12.253,-115.92
55.6,13.394,-115.54
55.8,14.572,-115.14
56,15.787,-114.74
56.2,17.036,-114.32
56.4,18.317,-113.89
56.6,19.629,-113.46
56.8,20.971,-113.01
57,22.34,-112.55
57.2,23.734,-112.09
57.4,25.153,-111.62
57.6,26.594,-111.14
57.8,28.055,-110.65
58,29.536,-110.15
58.2,31.033,-109.66
58.4,32.546,-109.15
58.6,34.073,-108.64
58.8,35.612,-108.13
59,37.161,-107.61
59.2,38.718,-107.09
59.4,40.283,-106.57
59.6,41.852,-106.05
59.8,43.425,-105.52
60,45,-105
60.2,46.575,-104.48
60.4,48.148,-103.95
60.6,49.717,-103.43
60.8,51.282,-102.91
61,52.839,-102.39
